,phrase_id,doc_id,text,lemma
2448,427722,101463,Magazynu Kryminalnego 997,Magazyn Kryminalny 997
2455,427724,101463,nagrodę Wiktora,nagroda Wiktora
2456,427727,101463,Komendantowi Głównemu Policji Zenonowi Smolarkowi,Komendant Główny Policji Zenon Smolarek
2457,245475,101463,Komendantowi Głównemu,Komendant Główny
2459,245477,101463,Zenonowi Smolarkowi,Zenon Smolarek
2461,427731,101463,103. Pułku Lotniczego Nadwiślańskich Jednostek Wojskowych Ministerstwa Spraw Wewnętrznych,103. Pułk Lotniczy Nadwiślańskich Jednostek Wojskowych Ministerstwa Spraw Wewnętrznych
2462,245493,101463,103. Pułku Lotniczego,103. Pułk Lotniczy
2463,245494,101463,Nadwiślańskich Jednostek Wojskowych,Nadwiślańskie Jednostki Wojskowe
2464,245495,101463,Ministerstwa Spraw Wewnętrznych,Ministerstwo Spraw Wewnętrznych
2465,245473,101463,Zalesiu Górnym,Zalesie Górne
2469,57727,101464,Karola Linneusza,Karol Linneusz
2472,427738,101464,wrocławskim Ogrodzie Botanicznym,wrocławski Ogród Botaniczny
2474,57729,101464,Ogrodzie Botanicznym,Ogród Botaniczny
2476,427742,101464,prof. Bohdana Chmielewskiego,prof. Bohdan Chmielewski
2478,57721,101464,Bohdana Chmielewskiego,Bohdan Chmielewski
2479,57757,101465,soborze Objawienia Pańskiego,sobór Objawienia Pańskiego
2481,57744,101465,parafii Narodzenia Matki Bożej,parafia Narodzenia Matki Bożej
2482,57745,101465,Narodzenia Matki Bożej,Narodzenie Matki Bożej
2484,427748,101465,soborze Zaśnięcia Matki Bożej we Włodzimierzu,sobór Zaśnięcia Matki Bożej we Włodzimierzu
2485,57740,101465,soborze Zaśnięcia Matki Bożej,sobór Zaśnięcia Matki Bożej
2486,57750,101465,Opieki Matki Bożej,Opieka Matki Bożej
2487,57742,101465,Zaśnięcia Matki Bożej,Zaśnięcie Matki Bożej
2490,57748,101465,eparchii włodzimierskiej,eparchia włodzimierska
2492,427747,101465,wydziale historyczno-filologicznym uniwersytetu w Gorkim,wydział historyczno-filologiczny uniwersytetu w Gorkim
2493,427746,101465,Rosyjskiego Kościoła Prawosławnego,Rosyjski Kościół Prawosławny
2501,427758,101468,klasyfikacji halfpipe'a,klasyfikacja halfpipe
2502,67667,101468,małą kryształową kulę,mała kryształowa kula
2504,427761,101469,seminarium duchownym w Acireale,seminarium duchowne w Acireale
2507,57792,101469,Stolicy Świętej,Stolica Święta
2510,427765,101469,Papieskiej Akademii Kościelnej,Papiesk Akademia Kościelna
2512,427766,101469,Sekretariacie Stanu,Sekretariat Stanu
2513,57786,101469,Uniwersytecie Gregoriańskim,Uniwersytet Gregoriański
2516,57787,101469,Uniwersytecie Laterańskim,Uniwersytet Laterański
2520,427777,101473,województwa bydgoskiego,województwo bydgoskie
2521,427775,101473,powiecie bydgoskim,powiat bydgoski
2522,427776,101473,gminie Sicienko,gmina Sicienko
2523,67671,101474,Dystryktu Centralnego,Dystrykt Centralny
2527,427784,101476,gminie Wartkowice,gmina Wartkowice
2528,57855,101477,św. ojca Pio,św. ojciec Pio
2530,427790,101477,województwa bielskiego,województwo bielskie
2531,427788,101477,powiecie oświęcimskim,powiat oświęcimski
2532,427789,101477,gminie Osiek,gmina Osiek
2538,305143,101480,mistrzostw świata w snookerze,mistrzostwa świata w snookerze
2539,427813,101480,Joe Davisowi,Joe Davis
2541,427816,101481,nagrody Macieja Nowaka,nagroda Macieja Nowaka
2542,57880,101481,Macieja Nowaka,Maciej Nowak
2544,427830,101482,rakiety R-33,rakieta R-33
2545,427824,101482,pocisku R-33,pocisk R-33
2557,427832,101483,powiecie wieruszowskim,powiat wieruszowski
2559,427835,101483,Muzeum Narodowego w Krakowie,Muzeum Narodowe w Krakowie
2560,58195,101483,Muzeum Narodowego,Muzeum Narodowe
2562,427837,101484,prawa karnego materialnego,prawo karne materialne
2563,427839,101484,czynu zabronionego,czyn zabroniony
2564,427840,101484,karę pozbawienia wolności,kara pozbawienia wolności
2572,427843,101485,Eleanorę Helin,Eleanora Helin
2583,427847,101486,Nocy Kryształowej,Noc Kryształowa
2584,58236,101486,Powstańców Wielkopolskich,Powstańcy Wielkopolscy
2587,427851,101489,duńskiej piosenki ludowej Drømte mig en drøm i nat,duńskie piosenki ludowe Drømte mig en drøm i nat
2588,427853,101489,tekstów runicznych,tekst runiczny
2592,427856,101490,Narodowej Partii Chłopów,Narodowa Partia Chłopów
2596,308248,101493,Konkursie Piosenki Eurowizji,Konkurs Piosenki Eurowizji
2597,427866,101494,sołectwa Niedźwiedziny,sołectwo Niedźwiedziny
2599,427867,101494,województwa poznańskiego,województwo poznańskie
2600,427864,101494,powiecie wągrowieckim,powiat wągrowiecki
2601,427865,101494,gminie Skoki,gmina Skoki
2603,427875,101495,Pomnika Pomordowanych Policjantów II RP Województwa Poznańskiego,Pomnik Pomordowanych Policjantów II RP Województwa Poznańskiego
2604,427870,101495,Wydziale Prawa Uniwersytetu Adama Mickiewicza w Poznaniu,Wydział Prawa Uniwersytetu Adama Mickiewicza w Poznaniu
2605,325105,101495,Wydziale Prawa Uniwersytetu Adama Mickiewicza,Wydział Prawa Uniwersytetu Adama Mickiewicza
2607,58278,101495,Uniwersytetu Adama Mickiewicza,Uniwersytet Adama Mickiewicza
2608,58276,101495,Milicji Obywatelskiej,Milicja Obywatelska
2610,427871,101495,Szkole Oficerskiej MO w Szczytnie,Szkoła Oficerska MO w Szczytnie
2611,58283,101495,Szkole Oficerskiej,Szkoła Oficerska
2613,58294,101495,Ostrowie Wielkopolskim,Ostrów Wielkopolski
2614,427874,101495,Wydziału Dochodzeniowo-Śledczego Wojewódzkiego Urzędu Spraw Wewnętrznych w Poznaniu,Wydział Dochodzeniowo-Śledczy Wojewódzkiego Urzędu Spraw Wewnętrznych w Poznaniu
2615,308619,101495,Wydziału Dochodzeniowo-Śledczego Wojewódzkiego Urzędu Spraw Wewnętrznych,Wydział Dochodzeniowo-Śledczy Wojewódzkiego Urzędu Spraw Wewnętrznych
2616,58287,101495,Wydziału Dochodzeniowo-Śledczego,Wydział Dochodzeniowo-Śledczy
2617,58288,101495,Wojewódzkiego Urzędu Spraw Wewnętrznych,Wojewódzki Urząd Spraw Wewnętrznych
2621,427878,101496,kultur naddunajskich,kultury naddunajskie
2624,306333,101498,Arsenalu Londyn,Arsenal Londyn
2627,58334,101500,Maxowi Brodowi,Max Brod
2629,427897,101500,Franza Kafki,Franz Kafka
2632,427908,101501,województwie elbląskim,województwo elbląskie
2633,427906,101501,powiecie sztumskim,powiat sztumski
2634,427907,101501,gminie Dzierzgoń,gmina Dzierzgoń
2641,427924,101502,Światową Organizacją Handlu,Światowa Organizacja Handlu
2643,58378,101502,franków szwajcarskich,frank szwajcarski
2646,427929,101503,Joachima II,Joachim II
2647,427932,101503,papieża Juliusza III,papież Juliusz III
2648,58422,101503,Juliusza III,Juliusz III
2649,427930,101503,Jadwigi Jagiellonki,Jadwiga Jagiellonka
2650,427931,101503,Zygmunta I Starego,Zygmunt I Stary
2652,427935,101504,stosunku płciowego,stosunek płciowy
2653,427939,101504,psychologii ewolucyjnej,psychologia ewolucyjna
2654,427936,101504,związku partnerskiego,związek partnerski
2656,58431,101505,Nowej Wsi,Nowa Wieś
2658,427946,101505,województwa pilskiego,województwo pilskie
2660,427949,101505,rzeką Wełną,rzeka Wełna
2662,427945,101505,gminie Wągrowiec,gmina Wągrowiec
2664,427952,101506,DNA mitochondrialnego,DNA mitochondrialne
2665,427954,101506,Azji Wschodniej,Azja Wschodnia
2668,427958,101507,randkę z internautą,randka z internautą
2671,427960,101507,stronę domową,strona domowa
2672,427963,101507,Inwentarza Osobowości “Big Five”,Inwentarz Osobowości “Big Five”
2678,427974,101509,społecznej teorii uczenia się,społeczna teoria uczenia się
2679,64833,101509,Uniwersytetu Stanfordzkiego,Uniwersytet Stanfordzki
2684,67765,101511,Układzie Słonecznym,Układ Słoneczny
2688,62516,101513,Szyjeckiej Budy,Szyjecka Buda
2689,427984,101513,rozbójnikiem wojennym,rozbójnik wojenny
2693,427995,101515,człowiekiem rozumnym,człowiek rozumny
2697,428008,101517,żółtej febry,żółta febra
2698,428009,101517,śmiertelnej zmory,śmiertelna zmora
2699,62541,101518,Onufrego Cydzika,Onufry Cydzik
2702,428036,101521,kajuty kapitana,kajuta kapitana
2703,428040,101521,sery holenderskie,ser holenderski
2705,428054,101522,podstawy programowej kształcenia ogólnego,podstawa programowa kształcenia ogólnego
2706,428051,101522,rynku pracy,rynek pracy
2708,428050,101522,przedmiotów rozszerzonych,przedmiot rozszerzony
2715,428061,101523,Klubu Parlamentarnego Prawo i Sprawiedliwość,Klub Parlamentarny Prawo i Sprawiedliwość
2718,428063,101523,Zbigniewa Ziobry,Zbigniew Ziobro
2719,62595,101523,Kodeksu cywilnego,Kodeks cywilny
2728,428076,101524,festiwalu w Sopocie,festiwal w Sopocie
2730,428068,101524,opłat abonamentowych,opłata abonamentowa
2733,62613,101524,Rafała Kmity,Rafał Kmita
2738,428083,101524,ojca dyrektora Tadeusza Rydzyka,ojciec dyrektor Tadeusz Rydzyk
2739,62622,101524,Tadeusza Rydzyka,Tadeusz Rydzyk
2745,428086,101525,posła Krzysztofa Gadowskiego,poseł Krzysztof Gadowski
2746,428087,101525,posła Wojciecha Saługę,poseł Wojciech Saługa
2747,62660,101525,Krzysztofa Gadowskiego,Krzysztof Gadowski
2748,62659,101525,Wojciecha Saługę,Wojciech Saługa
2749,62675,101525,Piotrkowie Trybunalskim,Piotrków Trybunalski
2753,62672,101525,Funduszu Spójności,Fundusz Spójności
2754,63980,101525,świętych Mikołajów,święty Mikołaj
2756,62693,101525,"Międzygminnego Związku Chrzanowa, Lubiąża i Trzebini","Międzygminny Związek Chrzanowa, Lubiąża i Trzebini"
2762,428104,101526,posła Wojciecha Olejniczaka,poseł Wojciech Olejniczak
2763,62716,101526,Wojciecha Olejniczaka,Wojciech Olejniczak
2765,62713,101526,Zbigniewa Matuszczaka,Zbigniew Matuszczak
2766,428103,101526,budżecie państwa,budżet państwa
2773,428119,101527,Instytutu Medycyny Pracy w Łodzi,Instytut Medycyny Pracy w Łodzi
2774,62739,101527,Instytutu Medycyny Pracy,Instytut Medycyny Pracy
2775,428120,101527,Instytutu Medycyny Pracy w Sosnowcu,Instytut Medycyny Pracy w Sosnowcu
2778,428121,101527,Rady Ochrony Pracy przy Sejmie Rzeczypospolitej Polskiej,Rada Ochrony Pracy przy Sejmie Rzeczypospolitej Polskiej
2779,62743,101527,Rady Ochrony Pracy,Rada Ochrony Pracy
2780,62744,101527,Sejmie Rzeczypospolitej Polskiej,Sejm Rzeczypospolitej Polskiej
2781,62765,101527,ustawa o pracownikach zakładów opieki zdrowotnej,Ustawa o pracownikach zakładów opieki zdrowotnej
2782,62745,101527,Rzeczypospolitej Polskiej,Rzeczypospolita Polska
2783,62746,101527,Krajowego Centrum Ochrony Radiologicznej w Ochronie Zdrowia,Krajowe Centrum Ochrony Radiologicznej w Ochronie Zdrowia
2784,62747,101527,Głównego Inspektoratu Sanitarnego,Główny Inspektorat Sanitarny
2789,428140,101528,Informacji Wojskowej,Informacja Wojskowa
2790,428141,101528,Wojskowych Służb Wewnętrznych,Wojskowe Służby Wewnętrzne
2791,62795,101528,konstytucji kwietniowej,konstytucja kwietniowa
2795,62786,101528,Ligi Republikańskiej,Liga Republikańska
2797,428134,101528,Unii Wolności,Unia Wolności
2798,62805,101528,Związkowi Sowieckiemu,Związek Sowiecki
2801,310004,101529,Ojca Świętego,Ojciec Święty
2802,62848,101529,Benedykta XVI,Benedykt XVI
2804,428143,101529,Ojcem Świętym Benedyktem XVI,Ojciec Święty Benedykt XVI
2805,310001,101529,Ojcem Świętym,Ojciec Święty
2806,62830,101529,Benedyktem XVI,Benedykt XVI
2807,428145,101529,kar kościelnych,kary kościelne
2808,62842,101529,Kongregacji Nauki Wiary,Kongregacja Nauki Wiary
2810,428166,101530,Towarzystwa Przyjaciół Dzieci,Towarzystwo Przyjaciół Dzieci
2812,310010,101530,Liceum Ogólnokształcącym im. Marszałka Stanisława Małachowskiego,Liceum Ogólnokształcące im. Marszałka Stanisława Małachowskiego
2814,428149,101530,obozowego ruchu oporu,obozowy ruch oporu
2816,428159,101530,III Światowym Festiwalu Młodzieży i Studentów w Budapeszcie,III Światowy Festiwal Młodzieży i Studentów w Budapeszcie
2817,310012,101530,III Światowym Festiwalu Młodzieży i Studentów,III Światowy Festiwal Młodzieży i Studentów
2819,62855,101530,Stanisława Małachowskiego,Stanisław Małachowski
2820,428156,101530,Związku Młodzieży „Grunwald”,Związek Młodzieży „Grunwald”
2822,62854,101530,Wacława Milkego,Wacław Milke
2824,428157,101530,Harcerską Drużynę Artystyczną,Harcerska Drużyna Artystyczna
2834,62896,101530,Komisji Edukacji Narodowej,Komisja Edukacji Narodowej
2837,428167,101531,niemieckiego trybunału konstytucyjnego,niemiecki trybunał konstytucyjny
2839,62906,101531,ustawa z 11 marca 2004 r. o współpracy Rady Ministrów z Sejmem i Senatem w sprawach związanych z członkostwem,Ustawa z 11 marca 2004 r. o współpracy Rady Ministrów z Sejmem i Senatem w sprawach związanych z członkostwem
2840,62925,101531,Sejmu Rzeczypospolitej Polskiej.,Sejm Rzeczypospolitej Polskiej.
2841,428176,101531,Sejmu Rzeczypospolitej Polskiej,Sejm Rzeczypospolitej Polskiej
2843,62900,101531,Unię Europejską,Unia Europejska
2844,428168,101531,Rady Ministrów,Rada Ministrów
2846,62912,101531,Unii Europejskiej.,Unia Europejska
2847,428180,101532,Inspekcji Weterynaryjnej,Inspekcja Weterynaryjna
2848,428181,101532,Państwowej Inspekcji Sanitarnej,Państwowa Inspekcja Sanitarna
2849,428179,101532,Wspólnoty Europejskiej,Wspólnota Europejska
2851,62944,101532,krajowym planem poboru próbek,krajowy plan poboru próbek
2853,428183,101532,Komisji Europejskiej,Komisja Europejska
2863,62956,101533,urzędu wojewódzkiego,urząd wojewódzki
2865,428195,101533,ministra Marka Sawickiego,minister Marek Sawicki
2866,428190,101533,Urzędu Miasta Skarżyska-Kamiennej,Urząd Miasta Skarżyska-Kamiennej
2867,62973,101533,Marka Sawickiego,Marek Sawicki
2868,64903,101533,drogą krajową nr 7,droga krajowa nr 7
2869,62960,101533,Regionalnej Dyrekcji Lasów Państwowych,Regionalna Dyrekcja Lasów Państwowych
2870,62946,101533,Polskiego Państwa Podziemnego,Polskie Państwo Podziemne
2871,428187,101533,cmentarza wojennego,cmentarz wojenny
2872,310020,101533,bitwie pod Barakiem,bitwa pod Barakiem
2874,356807,101534,projektu “Zysk z dojrzałości”,projekt “Zysk z dojrzałości”
2877,356805,101534,Akademię Rozwoju Filantropii,Akademia Rozwoju Filantropii
2878,356812,101534,pracowników 50+,pracownik 50+
2879,356803,101534,rozwoju przedsiębiorstwa,rozwój przedsiębiorstwa
2880,356810,101534,programu rządowego „Solidarność pokoleń”,program rządowy „Solidarność pokoleń”
2889,356819,101535,serwisów społecznościowych,serwis społecznościowy
2890,356824,101539,Platformy Moodle,Platforma Moodle
2892,356825,101539,osób słabowidzących,osoba słabowidząca
2893,356823,101539,Uczelnianej Platformy e-Learningowej,Uczelniana Platforma e-Learningowej
2894,356827,101539,szablonu graficznego,szablon graficzny
2901,356836,101541,procesów potomnych,proces potomny
2903,356846,101542,oprogramowania Open Source,oprogramowanie Open Source
2905,64928,101542,Miesięcznika Komputerowego,Miesięcznik Komputerowy
2906,356848,101542,otwartego oprogramowania,otwarte oprogramowanie
2909,356851,101544,medium społecznościowym,medium społecznościowe
2913,356859,101545,wersji drukowanej,wersja drukowana
2914,356858,101545,magazynu Linux+,magazyn Linux+
2915,356873,101546,klienta p2p,klient p2p
2916,356871,101546,magazynu Software 2.0,magazyn Software 2.0
2918,356870,101546,sieci BitTorrent,sieć BitTorrent
2919,356865,101546,języku C,język C
2921,356866,101546,wolnym oprogramowaniem,wolne oprogramowanie
2922,356867,101546,licencji MIT,licencja MIT
2935,356897,101548,Sterowniki AMD Catalyst,Sterownik AMD Catalyst
2938,356903,101549,systemu PC-BSD 8.0 RC2,system PC-BSD 8.0 RC2
2946,356912,101551,systemu openSUSE 11.3 Milestone 3,system openSUSE 11.3 Milestone 3
2950,467244,101561,lorda Singelworth,lord Singelworth
2953,467245,101561,hotelu Lwa,hotel Lwa
2959,467258,101564,flaszę alikantu,flasza alikantu
2960,467268,101565,pustynią Sahary,pustynia Sahara
2961,467281,101566,pałacu Solskich,pałac Solskich
2962,467287,101569,obrazem Matki Boskiej,obraz Matki Boskiej
2964,467290,101570,ks. Malatesta,ks. Malatest
2968,467296,101571,osoby cesarskiej,osoba cesarska
2969,467306,101572,stałego lądu,stały ląd
2971,467312,101573,Don Pedrem de Mendez,Don Pedro de Mendez
2972,71901,101573,Pedrem de Mendez,Pedro de Mendez
2975,71930,101575,Van Mitten’a,Van Mitten
2976,71495,101576,Van Mitten’owi,Van Mitten
2977,310029,101576,mostem Sułtanki-Walidy,most Sułtanki-Walidy
2978,466659,101578,imprez masowych,imprezy masowe
2981,54290,101578,św. Piotra,św. Piotr
2987,54321,101579,Platformy Obywatelskiej,Platforma Obywatelska
2988,466668,101579,drogi ekspresowej,droga ekspresowa
2992,54349,101580,Komisji Sprawiedliwości i Praw Człowieka,Komisja Sprawiedliwości i Praw Człowieka
2993,54348,101580,Roberta Węgrzyna,Robert Węgrzyn
2998,54488,101580,ustawy o sejmowej komisji śledczej,Ustawa o sejmowej komisji śledczej
3002,54350,101580,Biura Analiz Sejmowych,Biuro Analiz Sejmowych
3008,466697,101582,instytucji finansowych,instytucje finansowe
3009,54376,101582,Donalda Tuska,Donald Tusk
3010,466699,101582,środków inwestycyjnych,środki inwestycyjne
3011,466691,101582,gazu skroplonego,gaz skroplony
3013,466694,101582,gazociągu bałtyckiego,gazociąg bałtycki
3019,70302,101583,Jarosława Kaczyńskiego,Jarosław Kaczyński
3020,466710,101583,minister Gęsicką,minister Gęsicka
3022,63367,101583,Funduszu Pomocy Ofiarom Klęsk Żywiołowych,Fundusz Pomocy Ofiarom Klęsk Żywiołowych
3023,63370,101583,Prawa i Sprawiedliwości,Prawo i Sprawiedliwość
3031,54403,101584,Zbysława Owczarskiego,Zbysław Owczarski
3033,466716,101584,projektem ustawy,projekt ustawy
3038,466717,101585,posła Pawlaka,poseł Pawlak
3039,466724,101585,posła Jarosława Wałęsę,poseł Jarosław Wałęsa
3041,54426,101585,Jarosława Wałęsę,Jarosław Wałęsa
3043,466723,101585,Komisji Spraw Zagranicznych,Komisja Spraw Zagranicznych
3045,54414,101585,Konwencji Rady Europy w sprawie działań przeciwko handlowi ludźmi,Konwencja Rady Europy w sprawie działań przeciwko handlowi ludźmi
3046,54413,101585,Rady Europy,Rada Europy
3050,54428,101586,Narodowego Banku Polskiego,Narodowy Bank Polski
3051,54456,101586,Jacka Jezierskiego,Jacek Jezierski
3053,54458,101586,Rzeczypospolitej Polskiej,Rzeczpospolita Polska
3055,54454,101586,Sławomira Skrzypka,Sławomir Skrzypek
3059,54434,101586,Komisji do Spraw Kontroli Państwowej,Komisja do Spraw Kontroli Państwowej
3060,466729,101586,Krajowego Funduszu Poręczeń Kredytowych,Krajowy Fundusz Poręczeń Kredytowych
3063,54465,101587,Parlamentarnego Zespołu na rzecz Katolickiej Nauki Społecznej,Parlamentarny Zespół na rzecz Katolickiej Nauki Społecznej
3065,466741,101587,Komitecie Stabilności Finansowej,Komitet Stabilności Finansowej
3066,54474,101587,ustawy o podatku dochodowym od osób fizycznych,Ustawa o podatku dochodowym od osób fizycznych
3067,54480,101587,ustawy Prawo o ustroju sądów powszechnych,Ustawa Prawo o ustroju sądów powszechnych
3068,54476,101587,ustawy Prawo celne,Ustawa Prawo celne
