,phrase_id,doc_id,text,lemma,numbers,cases,relations,heads,pairs,relation,head,final_number,final_case
680,53275,101194,Krajowej Rady Narodowej,Krajowa Rada Narodowa,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Rada', 'Rada']","[('Krajowej', 'Rady'), ('Rady', 'Narodowej')]",agreement,Rada,sg,gen
681,53269,101194,Centrali Rzemieślniczej,Centrala Rzemieślnicza,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Centrala'],"[('Centrali', 'Rzemieślniczej')]",agreement,Centrala,sg,gen
681,53269,101194,Centrali Rzemieślniczej,Centrala Rzemieślnicza,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Centrala'],"[('Centrali', 'Rzemieślniczej')]",agreement,Centrala,sg,loc
681,53269,101194,Centrali Rzemieślniczej,Centrala Rzemieślnicza,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Centrala'],"[('Centrali', 'Rzemieślniczej')]",agreement,Centrala,sg,dat
682,53276,101194,Sejmu Ustawodawczego,Sejm Ustawodawczy,['sg'],['gen'],['agreement'],['Sejm'],"[('Sejmu', 'Ustawodawczego')]",agreement,Sejm,sg,gen
683,53258,101194,Uniwersytetu Poznańskiego,Uniwersytet Poznański,['sg'],['gen'],['agreement'],['Uniwersytet'],"[('Uniwersytetu', 'Poznańskiego')]",agreement,Uniwersytet,sg,gen
684,53262,101194,Poznańsko-Warszawskim Towarzystwie Ubezpieczeniowym,Poznańsko-Warszawskie Towarzystwo Ubezpieczeniowe,"['sg', 'sg']","['loc', 'loc']","['agreement', 'agreement']","['Towarzystwo', 'Towarzystwo']","[('Poznańsko-Warszawskim', 'Towarzystwie'), ('Towarzystwie', 'Ubezpieczeniowym')]",agreement,Towarzystwo,sg,loc
685,53254,101194,Dębach Szlacheckich,Dęby Szlacheckie,['pl'],['loc'],['agreement'],['Dęby'],"[('Dębach', 'Szlacheckich')]",agreement,Dęby,pl,loc
686,53266,101194,Państwowej Centrali Handlowej,Państwowa Centrala Handlowa,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen']]","['agreement', 'agreement']","['Centrala', 'Centrala']","[('Państwowej', 'Centrali'), ('Centrali', 'Handlowej')]",agreement,Centrala,sg,loc
686,53266,101194,Państwowej Centrali Handlowej,Państwowa Centrala Handlowa,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen']]","['agreement', 'agreement']","['Centrala', 'Centrala']","[('Państwowej', 'Centrali'), ('Centrali', 'Handlowej')]",agreement,Centrala,sg,dat
686,53266,101194,Państwowej Centrali Handlowej,Państwowa Centrala Handlowa,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen'], ['loc', 'dat', 'gen']]","['agreement', 'agreement']","['Centrala', 'Centrala']","[('Państwowej', 'Centrali'), ('Centrali', 'Handlowej')]",agreement,Centrala,sg,gen
687,53270,101194,Centralnym Związku Spółdzielczości Pracy,Centralny Związek Spółdzielczości Pracy,"['sg', ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","['loc', ['voc', 'loc', 'gen'], ['gen', 'loc', 'dat']]","['agreement', 'agreement', 'agreement']","['Centralny', 'Związek', 'Spółdzielczości']","[('Centralnym', 'Związku'), ('Związku', 'Spółdzielczości'), ('Spółdzielczości', 'Pracy')]",agreement,Centralny,sg,loc
688,53259,101194,Akademii Handlowej,Akademia Handlowa,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Akademia'],"[('Akademii', 'Handlowej')]",agreement,Akademia,sg,gen
688,53259,101194,Akademii Handlowej,Akademia Handlowa,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Akademia'],"[('Akademii', 'Handlowej')]",agreement,Akademia,sg,loc
688,53259,101194,Akademii Handlowej,Akademia Handlowa,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Akademia'],"[('Akademii', 'Handlowej')]",agreement,Akademia,sg,dat
689,53271,101194,Spółdzielczości Pracy,spółdzielczość pracy,"[['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat']]",['agreement'],['spółdzielczość'],"[('Spółdzielczości', 'Pracy')]",agreement,spółdzielczość,sg,loc
689,53271,101194,Spółdzielczości Pracy,spółdzielczość pracy,"[['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat']]",['agreement'],['spółdzielczość'],"[('Spółdzielczości', 'Pracy')]",agreement,spółdzielczość,sg,dat
689,53271,101194,Spółdzielczości Pracy,spółdzielczość pracy,"[['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat']]",['agreement'],['spółdzielczość'],"[('Spółdzielczości', 'Pracy')]",agreement,spółdzielczość,sg,gen
692,352530,101195,liturgii pogrzebowej,liturgia pogrzebowa,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['liturgia'],"[('liturgii', 'pogrzebowej')]",agreement,liturgia,sg,gen
692,352530,101195,liturgii pogrzebowej,liturgia pogrzebowa,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['liturgia'],"[('liturgii', 'pogrzebowej')]",agreement,liturgia,sg,loc
692,352530,101195,liturgii pogrzebowej,liturgia pogrzebowa,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['liturgia'],"[('liturgii', 'pogrzebowej')]",agreement,liturgia,sg,dat
696,65863,101195,Modlitwę Pańską,Modlitwa Pańska,['sg'],['acc'],['agreement'],['Modlitwa'],"[('Modlitwę', 'Pańską')]",agreement,Modlitwa,sg,acc
698,53315,101196,Komisji Ochrony Środowiska i Zasobów Naturalnych,Komisja Ochrony Środowiska i Zasobów Naturalnych,"['sg', ['pl', 'pl', 'sg', 'pl'], None, 'pl']","['gen', ['acc', 'voc', 'gen', 'nom'], None, 'gen']","['agreement', 'agreement', None, 'agreement']","['Komisja', 'Ochrony', None, 'Zasobów']","[('Komisji', 'Ochrony'), ('Ochrony', 'Środowiska'), ('Środowiska', 'Zasobów'), ('Zasobów', 'Naturalnych')]",agreement,Komisja,sg,gen
699,53305,101196,Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Stronnictwo', 'Stronnictwo']","[('Polskiego', 'Stronnictwa'), ('Stronnictwa', 'Ludowego')]",agreement,Stronnictwo,sg,gen
701,53304,101196,Zjednoczonego Stronnictwa Ludowego,Zjednoczone Stronnictwo Ludowe,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Stronnictwo', 'Stronnictwo']","[('Zjednoczonego', 'Stronnictwa'), ('Stronnictwa', 'Ludowego')]",agreement,Stronnictwo,sg,gen
702,352544,101196,dyrektorem szkoły,dyrektor szkoły,[['sg']],[['inst']],['government'],['dyrektor'],"[('dyrektorem', 'szkoły')]",government,dyrektor,sg,inst
703,53324,101196,W. Witosa,W. Witos,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Witos'],"[('W.', 'Witosa')]",government,Witos,sg,acc
703,53324,101196,W. Witosa,W. Witos,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Witos'],"[('W.', 'Witosa')]",government,Witos,sg,gen
704,53319,101196,Suchej Beskidzkiej,Sucha Beskidzka,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Sucha'],"[('Suchej', 'Beskidzkiej')]",agreement,Sucha,sg,gen
704,53319,101196,Suchej Beskidzkiej,Sucha Beskidzka,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Sucha'],"[('Suchej', 'Beskidzkiej')]",agreement,Sucha,sg,loc
704,53319,101196,Suchej Beskidzkiej,Sucha Beskidzka,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Sucha'],"[('Suchej', 'Beskidzkiej')]",agreement,Sucha,sg,dat
705,53316,101196,Komisji Edukacji Narodowej i Młodzieży,Komisja Edukacji Narodowej i Młodzieży,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen']]","['agreement', 'agreement', 'agreement']","['Komisja', 'Edukacji', 'Młodzieży']","[('Komisji', 'Edukacji'), ('Edukacji', 'Narodowej'), ('Narodowej', 'Młodzieży')]",agreement,Komisja,sg,loc
705,53316,101196,Komisji Edukacji Narodowej i Młodzieży,Komisja Edukacji Narodowej i Młodzieży,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen']]","['agreement', 'agreement', 'agreement']","['Komisja', 'Edukacji', 'Młodzieży']","[('Komisji', 'Edukacji'), ('Edukacji', 'Narodowej'), ('Narodowej', 'Młodzieży')]",agreement,Komisja,sg,dat
705,53316,101196,Komisji Edukacji Narodowej i Młodzieży,Komisja Edukacji Narodowej i Młodzieży,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen']]","['agreement', 'agreement', 'agreement']","['Komisja', 'Edukacji', 'Młodzieży']","[('Komisji', 'Edukacji'), ('Edukacji', 'Narodowej'), ('Narodowej', 'Młodzieży')]",agreement,Komisja,sg,gen
707,53325,101196,Wincentego Witosa,Wincenty Witos,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Wincenty'],"[('Wincentego', 'Witosa')]",agreement,Wincenty,sg,acc
707,53325,101196,Wincentego Witosa,Wincenty Witos,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Wincenty'],"[('Wincentego', 'Witosa')]",agreement,Wincenty,sg,gen
718,53350,101200,Zakładów Mechanicznych Plage i Laśkiewicz,Zakłady Mechaniczne Plage i Laśkiewicz,"['pl', ['pl', 'pl', 'pl'], ['sg.pl', 'sg.pl', 'sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl']]","['gen', ['acc', 'loc', 'gen'], ['inst', 'acc', 'loc', 'nom', 'nom', 'gen', 'dat', 'voc']]","['agreement', 'government', 'government']","['Zakłady', 'Mechaniczne', 'Laśkiewicz']","[('Zakładów', 'Mechanicznych'), ('Mechanicznych', 'Plage'), ('Plage', 'Laśkiewicz')]",government,Mechaniczne,pl,acc
718,53350,101200,Zakładów Mechanicznych Plage i Laśkiewicz,Zakłady Mechaniczne Plage i Laśkiewicz,"['pl', ['pl', 'pl', 'pl'], ['sg.pl', 'sg.pl', 'sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl']]","['gen', ['acc', 'loc', 'gen'], ['inst', 'acc', 'loc', 'nom', 'nom', 'gen', 'dat', 'voc']]","['agreement', 'government', 'government']","['Zakłady', 'Mechaniczne', 'Laśkiewicz']","[('Zakładów', 'Mechanicznych'), ('Mechanicznych', 'Plage'), ('Plage', 'Laśkiewicz')]",government,Mechaniczne,pl,loc
718,53350,101200,Zakładów Mechanicznych Plage i Laśkiewicz,Zakłady Mechaniczne Plage i Laśkiewicz,"['pl', ['pl', 'pl', 'pl'], ['sg.pl', 'sg.pl', 'sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl']]","['gen', ['acc', 'loc', 'gen'], ['inst', 'acc', 'loc', 'nom', 'nom', 'gen', 'dat', 'voc']]","['agreement', 'government', 'government']","['Zakłady', 'Mechaniczne', 'Laśkiewicz']","[('Zakładów', 'Mechanicznych'), ('Mechanicznych', 'Plage'), ('Plage', 'Laśkiewicz')]",government,Mechaniczne,pl,gen
722,65893,101200,H. Skrzypińskiego,H. Skrzypiński,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Skrzypiński'],"[('H.', 'Skrzypińskiego')]",government,Skrzypiński,sg,acc
722,65893,101200,H. Skrzypińskiego,H. Skrzypiński,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Skrzypiński'],"[('H.', 'Skrzypińskiego')]",government,Skrzypiński,sg,gen
724,65892,101200,Locie Małej Entanty i Polski,Lot Małej Entanty i Polski,"[['sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'pl', 'sg', 'sg', 'pl', 'pl']]","[['loc', 'dat'], ['gen', 'loc', 'dat'], ['acc', 'gen', 'nom', 'voc', 'nom', 'acc', 'voc']]","['agreement', 'government', 'government']","['Lot', 'Małej', 'Polski']","[('Locie', 'Małej'), ('Małej', 'Entanty'), ('Entanty', 'Polski')]",government,Małej,sg,gen
726,325675,101200,Małej Entanty,Mała Entanta,"[['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat']]",['agreement'],['Mała'],"[('Małej', 'Entanty')]",agreement,Mała,sg,loc
726,325675,101200,Małej Entanty,Mała Entanta,"[['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat']]",['agreement'],['Mała'],"[('Małej', 'Entanty')]",agreement,Mała,sg,dat
726,325675,101200,Małej Entanty,Mała Entanta,"[['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat']]",['agreement'],['Mała'],"[('Małej', 'Entanty')]",agreement,Mała,sg,gen
727,420604,101200,Kierownictwa Marynarki Wojennej,Kierownictwo Marynarki Wojennej,"[['pl', 'pl', 'sg', 'pl'], 'sg']","[['acc', 'voc', 'gen', 'nom'], 'gen']","['agreement', 'agreement']","['Kierownictwo', 'Marynarki']","[('Kierownictwa', 'Marynarki'), ('Marynarki', 'Wojennej')]",agreement,Kierownictwo,sg,gen
730,53354,101200,Marynarki Wojennej,Marynarka Wojenna,['sg'],['gen'],['agreement'],['Marynarka'],"[('Marynarki', 'Wojennej')]",agreement,Marynarka,sg,gen
733,325673,101200,II Locie Małej Entanty i Polski,II Lot Małej Entanty i Polski,"[['sg', 'sg', 'sg'], ['sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'pl', 'sg', 'sg', 'pl', 'pl']]","[['voc', 'loc', 'dat'], ['loc', 'dat'], ['gen', 'loc', 'dat'], ['acc', 'gen', 'nom', 'voc', 'nom', 'acc', 'voc']]","['government', 'agreement', 'government', 'government']","['Lot', 'Lot', 'Małej', 'Polski']","[('II', 'Locie'), ('Locie', 'Małej'), ('Małej', 'Entanty'), ('Entanty', 'Polski')]",government,Lot,sg,voc
733,325673,101200,II Locie Małej Entanty i Polski,II Lot Małej Entanty i Polski,"[['sg', 'sg', 'sg'], ['sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'pl', 'sg', 'sg', 'pl', 'pl']]","[['voc', 'loc', 'dat'], ['loc', 'dat'], ['gen', 'loc', 'dat'], ['acc', 'gen', 'nom', 'voc', 'nom', 'acc', 'voc']]","['government', 'agreement', 'government', 'government']","['Lot', 'Lot', 'Małej', 'Polski']","[('II', 'Locie'), ('Locie', 'Małej'), ('Małej', 'Entanty'), ('Entanty', 'Polski')]",government,Lot,sg,loc
733,325673,101200,II Locie Małej Entanty i Polski,II Lot Małej Entanty i Polski,"[['sg', 'sg', 'sg'], ['sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'pl', 'sg', 'sg', 'pl', 'pl']]","[['voc', 'loc', 'dat'], ['loc', 'dat'], ['gen', 'loc', 'dat'], ['acc', 'gen', 'nom', 'voc', 'nom', 'acc', 'voc']]","['government', 'agreement', 'government', 'government']","['Lot', 'Lot', 'Małej', 'Polski']","[('II', 'Locie'), ('Locie', 'Małej'), ('Małej', 'Entanty'), ('Entanty', 'Polski')]",government,Lot,sg,dat
736,66224,101200,półwyspie Helskim,półwysep Helski,['sg'],['loc'],['agreement'],['półwysep'],"[('półwyspie', 'Helskim')]",agreement,półwysep,sg,loc
737,65895,101200,E. Wyrwickiego,E. Wyrwicki,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Wyrwicki'],"[('E.', 'Wyrwickiego')]",government,Wyrwicki,sg,acc
737,65895,101200,E. Wyrwickiego,E. Wyrwicki,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Wyrwicki'],"[('E.', 'Wyrwickiego')]",government,Wyrwicki,sg,gen
740,307145,101201,XVIII mistrzostw Azji w lekkoatletyce,XVIII mistrzostwa Azji w lekkoatletyce,"[['pl'], 'pl', None, None]","[['gen'], 'gen', None, None]","['government', 'agreement', None, None]","['mistrzostwa', 'mistrzostwa', None, None]","[('XVIII', 'mistrzostw'), ('mistrzostw', 'Azji'), ('Azji', 'w'), ('w', 'lekkoatletyce')]",government,mistrzostwa,pl,gen
743,420655,101203,Cerkiew świętego Mikołaja w Brześciu,cerkiew świętego Mikołaja w Brześciu,"['sg', ['sg', 'sg'], None, None]","['acc', ['acc', 'gen'], None, None]","['agreement', 'agreement', None, None]","['cerkiew', 'Mikołaja', None, None]","[('Cerkiew', 'świętego'), ('świętego', 'Mikołaja'), ('Mikołaja', 'w'), ('w', 'Brześciu')]",agreement,cerkiew,sg,acc
744,53415,101203,Cerkiew św. Mikołaja,cerkiew św. Mikołaja,"[['sg', 'sg'], ['sg', 'sg']]","[['acc', 'nom'], ['acc', 'gen']]","['government', 'government']","['cerkiew', 'Mikołaja']","[('Cerkiew', 'św.'), ('św.', 'Mikołaja')]",government,cerkiew,sg,acc
745,53416,101203,Cerkiew świętego Mikołaja,cerkiew świętego Mikołaja,"['sg', ['sg', 'sg']]","['acc', ['acc', 'gen']]","['agreement', 'agreement']","['cerkiew', 'Mikołaja']","[('Cerkiew', 'świętego'), ('świętego', 'Mikołaja')]",agreement,cerkiew,sg,acc
746,53407,101203,św. Mikołaja,św. Mikołaj,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Mikołaj'],"[('św.', 'Mikołaja')]",government,Mikołaj,sg,acc
746,53407,101203,św. Mikołaja,św. Mikołaj,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Mikołaj'],"[('św.', 'Mikołaja')]",government,Mikołaj,sg,gen
747,53408,101203,świętego Mikołaja,święty Mikołaj,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Mikołaj'],"[('świętego', 'Mikołaja')]",agreement,Mikołaj,sg,acc
747,53408,101203,świętego Mikołaja,święty Mikołaj,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Mikołaj'],"[('świętego', 'Mikołaja')]",agreement,Mikołaj,sg,gen
749,307197,101203,unii brzeskiej,unia brzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['unia'],"[('unii', 'brzeskiej')]",agreement,unia,sg,gen
749,307197,101203,unii brzeskiej,unia brzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['unia'],"[('unii', 'brzeskiej')]",agreement,unia,sg,loc
749,307197,101203,unii brzeskiej,unia brzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['unia'],"[('unii', 'brzeskiej')]",agreement,unia,sg,dat
752,53448,101203,ziemiach zabranych,ziemia zabrana,['pl'],['loc'],['agreement'],['ziemia'],"[('ziemiach', 'zabranych')]",agreement,ziemia,pl,loc
753,53430,101203,Wielkiego Księstwa Litewskiego,Wielkie Księstwo Litewskie,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Księstwo', 'Księstwo']","[('Wielkiego', 'Księstwa'), ('Księstwa', 'Litewskiego')]",agreement,Księstwo,sg,gen
754,53434,101203,Kościoła greckokatolickiego,Kościół greckokatolicki,['sg'],['gen'],['agreement'],['Kościół'],"[('Kościoła', 'greckokatolickiego')]",agreement,Kościół,sg,gen
755,53435,101203,Rosyjską Cerkiew Prawosławną,Rosyjska Cerkiew Prawosławna,"['sg', 'sg']","['acc', 'acc']","['agreement', 'agreement']","['Cerkiew', 'Cerkiew']","[('Rosyjską', 'Cerkiew'), ('Cerkiew', 'Prawosławną')]",agreement,Cerkiew,sg,acc
756,53451,101203,twierdzy brzeskiej,twierdza brzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['twierdza'],"[('twierdzy', 'brzeskiej')]",agreement,twierdza,sg,gen
756,53451,101203,twierdzy brzeskiej,twierdza brzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['twierdza'],"[('twierdzy', 'brzeskiej')]",agreement,twierdza,sg,loc
756,53451,101203,twierdzy brzeskiej,twierdza brzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['twierdza'],"[('twierdzy', 'brzeskiej')]",agreement,twierdza,sg,dat
767,307208,101204,Igrzysk Olimpijskich,Igrzyska Olimpijskie,['pl'],['gen'],['agreement'],['Igrzyska'],"[('Igrzysk', 'Olimpijskich')]",agreement,Igrzyska,pl,gen
773,53485,101207,Komisji Komunikacji i Łączności,Komisja Komunikacji i Łączności,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['gen', 'loc', 'dat', 'gen']]","['agreement', 'agreement']","['Komisja', 'Komunikacji']","[('Komisji', 'Komunikacji'), ('Komunikacji', 'Łączności')]",agreement,Komisja,sg,gen
773,53485,101207,Komisji Komunikacji i Łączności,Komisja Komunikacji i Łączności,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['gen', 'loc', 'dat', 'gen']]","['agreement', 'agreement']","['Komisja', 'Komunikacji']","[('Komisji', 'Komunikacji'), ('Komunikacji', 'Łączności')]",agreement,Komisja,sg,loc
773,53485,101207,Komisji Komunikacji i Łączności,Komisja Komunikacji i Łączności,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['gen', 'loc', 'dat', 'gen']]","['agreement', 'agreement']","['Komisja', 'Komunikacji']","[('Komisji', 'Komunikacji'), ('Komunikacji', 'Łączności')]",agreement,Komisja,sg,dat
773,53485,101207,Komisji Komunikacji i Łączności,Komisja Komunikacji i Łączności,"[['sg', 'sg', 'sg', 'pl'], ['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['gen', 'loc', 'dat', 'gen']]","['agreement', 'agreement']","['Komisja', 'Komunikacji']","[('Komisji', 'Komunikacji'), ('Komunikacji', 'Łączności')]",agreement,Komisja,pl,gen
774,53487,101207,"Komisji Planu Gospodarczego, Budżetu i Finansów","Komisja Planu Gospodarczego, Budżetu i Finansów","['sg', 'sg', 'sg', None]","['gen', 'gen', 'gen', None]","['agreement', 'agreement', 'agreement', None]","['Komisja', 'Planu', 'Budżetu', None]","[('Komisji', 'Planu'), ('Planu', 'Gospodarczego,'), ('Gospodarczego,', 'Budżetu'), ('Budżetu', 'Finansów')]",agreement,Komisja,sg,gen
775,420672,101207,Komisji Planu Gospodarczego,Komisja Planu Gospodarczego,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Komisja', 'Planu']","[('Komisji', 'Planu'), ('Planu', 'Gospodarczego')]",agreement,Komisja,sg,gen
776,420673,101207,Komisji Obrony Narodowej,Komisja Obrony Narodowej,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Komisja', 'Obrony']","[('Komisji', 'Obrony'), ('Obrony', 'Narodowej')]",agreement,Komisja,sg,gen
778,420680,101208,promieni słonecznych,promienie słoneczne,['pl'],['gen'],['agreement'],['promienie'],"[('promieni', 'słonecznych')]",agreement,promienie,pl,gen
781,420692,101209,Igrzysk Olimpijskich w Pekinie,Igrzyska Olimpijskie w Pekinie,"['pl', ['pl', 'pl', 'pl'], None]","['gen', ['acc', 'loc', 'gen'], None]","['agreement', 'government', None]","['Igrzyska', 'Olimpijskie', None]","[('Igrzysk', 'Olimpijskich'), ('Olimpijskich', 'w'), ('w', 'Pekinie')]",government,Olimpijskie,pl,acc
781,420692,101209,Igrzysk Olimpijskich w Pekinie,Igrzyska Olimpijskie w Pekinie,"['pl', ['pl', 'pl', 'pl'], None]","['gen', ['acc', 'loc', 'gen'], None]","['agreement', 'government', None]","['Igrzyska', 'Olimpijskie', None]","[('Igrzysk', 'Olimpijskich'), ('Olimpijskich', 'w'), ('w', 'Pekinie')]",government,Olimpijskie,pl,loc
781,420692,101209,Igrzysk Olimpijskich w Pekinie,Igrzyska Olimpijskie w Pekinie,"['pl', ['pl', 'pl', 'pl'], None]","['gen', ['acc', 'loc', 'gen'], None]","['agreement', 'government', None]","['Igrzyska', 'Olimpijskie', None]","[('Igrzysk', 'Olimpijskich'), ('Olimpijskich', 'w'), ('w', 'Pekinie')]",government,Olimpijskie,pl,gen
785,310902,101210,wojny domowej,wojna domowa,['sg'],['gen'],['agreement'],['wojna'],"[('wojny', 'domowej')]",agreement,wojna,sg,gen
786,307213,101210,rewolucji 1905 roku,rewolucja 1905 roku,"[['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen'], ['voc', 'loc', 'gen']]","['government', 'government']","['rewolucja', 'roku']","[('rewolucji', '1905'), ('1905', 'roku')]",government,rewolucja,sg,loc
786,307213,101210,rewolucji 1905 roku,rewolucja 1905 roku,"[['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen'], ['voc', 'loc', 'gen']]","['government', 'government']","['rewolucja', 'roku']","[('rewolucji', '1905'), ('1905', 'roku')]",government,rewolucja,sg,gen
787,99843,101210,Południową grupą,Południowa grupa,['sg'],['inst'],['agreement'],['grupa'],"[('Południową', 'grupą')]",agreement,grupa,sg,inst
